query_id	term	stem	removestop	sim	termweights	rank	doc_id	terms	weight	term_from
1	tfidf	True	True	cosine	3,3,4,1	NA	NA	articl	5.076735095800779	query
1	tfidf	True	True	cosine	3,3,4,1	NA	NA	exist	3.6065592507001867	query
1	tfidf	True	True	cosine	3,3,4,1	NA	NA	deal	4.4615494567105465	query
1	tfidf	True	True	cosine	3,3,4,1	NA	NA	tss	8.07246736935477	query
1	tfidf	True	True	cosine	3,3,4,1	NA	NA	(	0.8332523955749648	query
1	tfidf	True	True	cosine	3,3,4,1	NA	NA	time	2.208836193756673	query
1	tfidf	True	True	cosine	3,3,4,1	NA	NA	share	3.8239721273054115	query
1	tfidf	True	True	cosine	3,3,4,1	NA	NA	system	3.008778915885589	query
1	tfidf	True	True	cosine	3,3,4,1	NA	NA	)	0.8311010860324526	query
1	tfidf	True	True	cosine	3,3,4,1	NA	NA	,	0.016992227597495815	query
1	tfidf	True	True	cosine	3,3,4,1	NA	NA	oper	2.1535735150816238	query
1	tfidf	True	True	cosine	3,3,4,1	NA	NA	ibm	3.5398678762015146	query
1	tfidf	True	True	cosine	3,3,4,1	NA	NA	comput	1.2579244720948122	query
1	tfidf	True	True	cosine	3,3,4,1	NA	NA	?	4.853591544486569	query
1	tfidf	True	True	cosine	3,3,4,1	1	195	patterson	20.92156524205998	doc
1	tfidf	True	True	cosine	3,3,4,1	1	195	,	0.050976682792487446	doc
1	tfidf	True	True	cosine	3,3,4,1	1	195	g.	9.287200880802587	doc
1	tfidf	True	True	cosine	3,3,4,1	1	195	.	0.06912093673223012	doc
1	tfidf	True	True	cosine	3,3,4,1	1	195	code	8.460581823924421	doc
1	tfidf	True	True	cosine	3,3,4,1	1	195	?	14.560774633459708	doc
1	tfidf	True	True	cosine	3,3,4,1	2	604	cunningham	22.137960566384475	doc
1	tfidf	True	True	cosine	3,3,4,1	2	604	,	0.050976682792487446	doc
1	tfidf	True	True	cosine	3,3,4,1	2	604	j.	6.436624030153079	doc
1	tfidf	True	True	cosine	3,3,4,1	2	604	.	0.06912093673223012	doc
1	tfidf	True	True	cosine	3,3,4,1	2	604	cobol	13.551357923596068	doc
1	tfidf	True	True	cosine	3,3,4,1	2	604	?	14.560774633459708	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	daley	22.137960566384475	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	,	0.9175802902647741	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	r.	6.57580314886221	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	.	0.27648374692892047	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	denni	20.058519024704637	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	virtual	35.50799685878711	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	memori	23.635788455504123	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	inform	9.448161407919603	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	share	61.183554036886584	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	procedur	13.043177821645802	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	data	10.269370774292678	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	dynam	18.208252852557287	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	link	17.245069014644834	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	segment	20.90323535622072	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	page	18.515097584438745	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	multiprogram	15.01991702327384	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	storag	20.094285906713942	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	manag	13.829387410054045	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	hierarchi	18.426925866220177	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	mainten	20.728382445834423	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	process	7.9793005040229446	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	multic	29.96512913837467	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	basic	3.390336142230551	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	concept	6.7439740071247085	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	involv	3.467297183366679	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	design	2.375373882849366	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	oper	2.1535735150816238	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	system	1.5043894579427946	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	introduc	3.838360864757511	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	address	7.431517085330357	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	space	3.5185904777542296	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	defin	3.1972700461536188	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	explain	4.705171539368297	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	mean	3.204932918899188	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	user	3.109622739094863	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	discuss	2.2059993124214734	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	mechan	3.7157585426651787	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	symbol	3.4377383811251345	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	refer	3.795801250338715	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	transform	3.4977563908513876	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	machin	2.9366689323045088	doc
1	tfidf	True	True	cosine	3,3,4,1	3	1753	detail	3.457346852513511	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	coffman	17.625728376055655	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	,	0.15293004837746232	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	e.	10.171008426691653	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	.	0.27648374692892047	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	wood	17.625728376055655	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	r.	6.57580314886221	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	interarriv	48.434804216128626	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	statist	14.966936116273757	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	time	13.25301716254004	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	share	11.471916381916234	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	system	7.521947289713973	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	optim	3.048586848508494	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	time-shar	7.705919328357328	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	perform	2.7445912005651896	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	requir	2.3854920130149506	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	descript	6.725874336084872	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	stochast	5.5875607195667705	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	process	5.984475378017208	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	govern	5.182095611458606	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	user	6.219245478189726	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	input	9.880031628729723	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	program	1.3474337271879278	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	activ	3.994929925449051	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	paper	1.9811574872770723	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	sdc-arpa	8.07246736935477	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	general-purpos	5.36441716825256	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	(	0.8332523955749648	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	tss	8.07246736935477	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	)	0.8311010860324526	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	assum	4.358895302650462	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	stationari	6.280707900126715	doc
1	tfidf	True	True	cosine	3,3,4,1	4	1410	defin	3.1972700461536188	doc
