1	1	A very, very, very slow-moving, aimless movie about a distressed, drifting young man.  
2	1	Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  
3	1	Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  
4	1	Very little music or anything to speak of.  
5	2	The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  
6	1	The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  
7	1	Wasted two hours.  
8	2	Saw the movie today and thought it was a good effort, good messages for kids.  
9	1	A bit predictable.  
10	2	Loved the casting of Jimmy Buffet as the science teacher.  
11	2	And those baby owls were adorable.  
12	2	The movie showed a lot of Florida at it's best, made it look very appealing.  
13	2	The Songs Were The Best And The Muppets Were So Hilarious.  
14	2	It Was So Cool.  
15	2	This is a very "right on case" movie that delivers everything almost right in your face.  
16	1	It had some average acting from the main person, and it was a low budget as you clearly can see.  
17	2	This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  
18	2	I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.  
19	2	It's practically perfect in all of them  a true masterpiece in a sea of faux "masterpieces.  
